Date : 2023-06-28 23:36:17
Directory : z:\InternShipApp
Total : 776 files,  4762 codes, -11 comments, 724 blanks, all 5475 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| g:\InternShipApp\API\Dtos\LoggingDto.cs                                                                          | C#                 |        -11 |          0 |         -3 |        -14 |
| g:\InternShipApp\API\Dtos\MeetingDto.cs                                                                          | C#                 |        -16 |          0 |         -7 |        -23 |
| g:\InternShipApp\API\Dtos\MessageDto.cs                                                                          | C#                 |        -15 |          0 |         -9 |        -24 |
| g:\InternShipApp\API\Dtos\NoteDto.cs                                                                             | C#                 |        -13 |          0 |         -7 |        -20 |
| g:\InternShipApp\API\Dtos\ObjectGroupDto.cs                                                                      | C#                 |         -9 |          0 |         -1 |        -10 |
| g:\InternShipApp\API\Dtos\ObjectInternDto.cs                                                                     | C#                 |        -11 |          0 |         -1 |        -12 |
| g:\InternShipApp\API\Dtos\PersonDto.cs                                                                           | C#                 |        -20 |          0 |          0 |        -20 |
| g:\InternShipApp\API\Dtos\PostCommentReactionDto.cs                                                              | C#                 |        -16 |          0 |        -10 |        -26 |
| g:\InternShipApp\API\Dtos\PostDto.cs                                                                             | C#                 |        -16 |          0 |         -9 |        -25 |
| g:\InternShipApp\API\Dtos\PostViewDto.cs                                                                         | C#                 |        -12 |          0 |         -6 |        -18 |
| g:\InternShipApp\API\Dtos\QuestionDto.cs                                                                         | C#                 |        -21 |          0 |        -14 |        -35 |
| g:\InternShipApp\API\Dtos\RankingDto.cs                                                                          | C#                 |        -10 |          0 |         -2 |        -12 |
| g:\InternShipApp\API\Dtos\ReceiveAnswersDto.cs                                                                   | C#                 |        -16 |          0 |         -2 |        -18 |
| g:\InternShipApp\API\Dtos\SubTaskCheckedDto.cs                                                                   | C#                 |        -13 |          0 |         -7 |        -20 |
| g:\InternShipApp\API\Dtos\SubTaskDto.cs                                                                          | C#                 |        -12 |          0 |         -6 |        -18 |
| g:\InternShipApp\API\Dtos\TaskDto.cs                                                                             | C#                 |        -18 |          0 |        -12 |        -30 |
| g:\InternShipApp\API\Dtos\TaskInternGroupDto.cs                                                                  | C#                 |        -14 |          0 |         -8 |        -22 |
| g:\InternShipApp\API\Dtos\TaskSolutionDto.cs                                                                     | C#                 |        -14 |          0 |         -8 |        -22 |
| g:\InternShipApp\API\Dtos\TestDto.cs                                                                             | C#                 |        -16 |          0 |         -6 |        -22 |
| g:\InternShipApp\API\Dtos\TestGroupInternDto.cs                                                                  | C#                 |        -15 |          0 |         -8 |        -23 |
| g:\InternShipApp\API\Extensions\ApplicationServiceExtensions.cs                                                  | C#                 |        -44 |          0 |         -1 |        -45 |
| g:\InternShipApp\API\Extensions\IdentityServiceExtensions.cs                                                     | C#                 |        -30 |          0 |         -2 |        -32 |
| g:\InternShipApp\API\FluentMigration\Database.cs                                                                 | C#                 |        -34 |        -16 |         -6 |        -56 |
| g:\InternShipApp\API\FluentMigration\Migrations\ChallangeSolutionTable.cs                                        | C#                 |        -35 |          0 |         -7 |        -42 |
| g:\InternShipApp\API\FluentMigration\Migrations\ChallangeTable.cs                                                | C#                 |        -30 |          0 |         -6 |        -36 |
| g:\InternShipApp\API\FluentMigration\Migrations\ChatTable.cs                                                     | C#                 |        -33 |          0 |         -5 |        -38 |
| g:\InternShipApp\API\FluentMigration\Migrations\CommentTable.cs                                                  | C#                 |        -33 |          0 |         -5 |        -38 |
| g:\InternShipApp\API\FluentMigration\Migrations\FeedbackTable.cs                                                 | C#                 |        -50 |          0 |         -9 |        -59 |
| g:\InternShipApp\API\FluentMigration\Migrations\GetPeopleInGroupMeetingView.cs                                   | C#                 |        -43 |          0 |         -2 |        -45 |
| g:\InternShipApp\API\FluentMigration\Migrations\GroupChatMessageTable.cs                                         | C#                 |        -33 |          0 |         -6 |        -39 |
| g:\InternShipApp\API\FluentMigration\Migrations\GroupChatPersonTable.cs                                          | C#                 |        -31 |          0 |         -5 |        -36 |
| g:\InternShipApp\API\FluentMigration\Migrations\GroupChatTable.cs                                                | C#                 |        -27 |          0 |         -4 |        -31 |
| g:\InternShipApp\API\FluentMigration\Migrations\GroupTable.cs                                                    | C#                 |        -27 |          0 |         -4 |        -31 |
| g:\InternShipApp\API\FluentMigration\Migrations\InternGroupTable.cs                                              | C#                 |        -31 |          0 |         -5 |        -36 |
| g:\InternShipApp\API\FluentMigration\Migrations\LoggingTable.cs                                                  | C#                 |        -27 |          0 |         -2 |        -29 |
| g:\InternShipApp\API\FluentMigration\Migrations\MeetingInternGroupTable.cs                                       | C#                 |        -37 |          0 |         -6 |        -43 |
| g:\InternShipApp\API\FluentMigration\Migrations\MeetingTable.cs                                                  | C#                 |        -29 |          0 |         -4 |        -33 |
| g:\InternShipApp\API\FluentMigration\Migrations\NoteTable.cs                                                     | C#                 |        -28 |          0 |         -6 |        -34 |
| g:\InternShipApp\API\FluentMigration\Migrations\PasswordkLinkTable.cs                                            | C#                 |        -21 |          0 |         -4 |        -25 |
| g:\InternShipApp\API\FluentMigration\Migrations\PersonTable.cs                                                   | C#                 |        -28 |          0 |         -3 |        -31 |
| g:\InternShipApp\API\FluentMigration\Migrations\PostCommentReactionsTable.cs                                     | C#                 |        -39 |          0 |         -6 |        -45 |
| g:\InternShipApp\API\FluentMigration\Migrations\PostPicturesTable.cs                                             | C#                 |        -26 |          0 |         -4 |        -30 |
| g:\InternShipApp\API\FluentMigration\Migrations\PostTable.cs                                                     | C#                 |        -29 |          0 |         -6 |        -35 |
| g:\InternShipApp\API\FluentMigration\Migrations\PostViewTable.cs                                                 | C#                 |        -31 |          0 |         -5 |        -36 |
| g:\InternShipApp\API\FluentMigration\Migrations\QuestionSolutionTable.cs                                         | C#                 |        -38 |          0 |         -9 |        -47 |
| g:\InternShipApp\API\FluentMigration\Migrations\QuestionTable.cs                                                 | C#                 |        -35 |          0 |         -7 |        -42 |
| g:\InternShipApp\API\FluentMigration\Migrations\SubTaskCheckedTable.cs                                           | C#                 |        -31 |          0 |         -7 |        -38 |
| g:\InternShipApp\API\FluentMigration\Migrations\SubTaskTable.cs                                                  | C#                 |        -26 |          0 |         -6 |        -32 |
| g:\InternShipApp\API\FluentMigration\Migrations\TaskInternGroupTable.cs                                          | C#                 |        -37 |          0 |         -6 |        -43 |
| g:\InternShipApp\API\FluentMigration\Migrations\TaskSolutionTable.cs                                             | C#                 |        -33 |          0 |        -10 |        -43 |
| g:\InternShipApp\API\FluentMigration\Migrations\TaskTable.cs                                                     | C#                 |        -29 |          0 |         -7 |        -36 |
| g:\InternShipApp\API\FluentMigration\Migrations\TestGroupInternTable.cs                                          | C#                 |        -37 |          0 |         -6 |        -43 |
| g:\InternShipApp\API\FluentMigration\Migrations\TestQuestionTable.cs                                             | C#                 |        -31 |          0 |         -7 |        -38 |
| g:\InternShipApp\API\FluentMigration\Migrations\TestTable.cs                                                     | C#                 |        -29 |          0 |         -7 |        -36 |
| g:\InternShipApp\API\Helpers\AutoMapperProfiles.cs                                                               | C#                 |       -105 |          0 |         -3 |       -108 |
| g:\InternShipApp\API\Interfaces\ITokenService.cs                                                                 | C#                 |         -8 |          0 |         -1 |         -9 |
| g:\InternShipApp\API\Interfaces\Repository\IChallengeRepository.cs                                               | C#                 |        -17 |          0 |         -2 |        -19 |
| g:\InternShipApp\API\Interfaces\Repository\IChallengeSolutionRepository.cs                                       | C#                 |        -18 |          0 |         -3 |        -21 |
| g:\InternShipApp\API\Interfaces\Repository\ICommentRepository.cs                                                 | C#                 |        -15 |          0 |         -2 |        -17 |
| g:\InternShipApp\API\Interfaces\Repository\IGroupChatMessagesRepostitory.cs                                      | C#                 |        -13 |          0 |         -2 |        -15 |
| g:\InternShipApp\API\Interfaces\Repository\IGroupChatRepository.cs                                               | C#                 |        -19 |          0 |         -2 |        -21 |
| g:\InternShipApp\API\Interfaces\Repository\IGroupRepository.cs                                                   | C#                 |        -16 |          0 |         -2 |        -18 |
| g:\InternShipApp\API\Interfaces\Repository\IInternGroupRepository.cs                                             | C#                 |        -15 |          0 |         -2 |        -17 |
| g:\InternShipApp\API\Interfaces\Repository\ILoggRepository.cs                                                    | C#                 |        -13 |          0 |         -2 |        -15 |
| g:\InternShipApp\API\Interfaces\Repository\IMeetingRepository.cs                                                 | C#                 |        -19 |          0 |         -2 |        -21 |
| g:\InternShipApp\API\Interfaces\Repository\IMessageRepository.cs                                                 | C#                 |        -15 |          0 |         -2 |        -17 |
| g:\InternShipApp\API\Interfaces\Repository\INoteRepository.cs                                                    | C#                 |        -13 |          0 |         -2 |        -15 |
| g:\InternShipApp\API\Interfaces\Repository\IPasswordLinkRepository.cs                                            | C#                 |        -12 |          0 |         -2 |        -14 |
| g:\InternShipApp\API\Interfaces\Repository\IPersonRepository.cs                                                  | C#                 |        -20 |          0 |         -1 |        -21 |
| g:\InternShipApp\API\Interfaces\Repository\IPostRepository.cs                                                    | C#                 |        -14 |          0 |         -2 |        -16 |
| g:\InternShipApp\API\Interfaces\Repository\IQuestionRepository.cs                                                | C#                 |        -15 |          0 |         -2 |        -17 |
| g:\InternShipApp\API\Interfaces\Repository\IQuestionSolutionRepository.cs                                        | C#                 |        -10 |          0 |         -2 |        -12 |
| g:\InternShipApp\API\Interfaces\Repository\IStatsRepository.cs                                                   | C#                 |        -11 |          0 |         -2 |        -13 |
| g:\InternShipApp\API\Interfaces\Repository\ISubTaskRepository.cs                                                 | C#                 |        -15 |          0 |         -2 |        -17 |
| g:\InternShipApp\API\Interfaces\Repository\ITaskRepository.cs                                                    | C#                 |        -19 |          0 |         -3 |        -22 |
| g:\InternShipApp\API\Interfaces\Repository\ITestInternGroupRepository.cs                                         | C#                 |         -9 |          0 |         -1 |        -10 |
| g:\InternShipApp\API\Interfaces\Repository\ITestQuestionRepository.cs                                            | C#                 |        -15 |          0 |         -2 |        -17 |
| g:\InternShipApp\API\Interfaces\Repository\ITestRepository.cs                                                    | C#                 |        -18 |          0 |         -1 |        -19 |
| g:\InternShipApp\API\Models\Challange.cs                                                                         | C#                 |        -17 |          0 |        -13 |        -30 |
| g:\InternShipApp\API\Models\ChallangeSolution.cs                                                                 | C#                 |        -16 |          0 |        -12 |        -28 |
| g:\InternShipApp\API\Models\Chat.cs                                                                              | C#                 |        -14 |          0 |        -10 |        -24 |
| g:\InternShipApp\API\Models\Comment.cs                                                                           | C#                 |        -15 |          0 |        -11 |        -26 |
| g:\InternShipApp\API\Models\Feedback.cs                                                                          | C#                 |        -19 |          0 |        -15 |        -34 |
| g:\InternShipApp\API\Models\GetPeopleInGroupMeeting.cs                                                           | C#                 |        -17 |          0 |        -13 |        -30 |
| g:\InternShipApp\API\Models\Group.cs                                                                             | C#                 |        -17 |          0 |        -13 |        -30 |
| g:\InternShipApp\API\Models\GroupChat.cs                                                                         | C#                 |        -14 |          0 |        -10 |        -24 |
| g:\InternShipApp\API\Models\GroupChatMessage.cs                                                                  | C#                 |        -14 |          0 |        -10 |        -24 |
| g:\InternShipApp\API\Models\GroupChatPerson.cs                                                                   | C#                 |        -12 |          0 |         -8 |        -20 |
| g:\InternShipApp\API\Models\InternGroup.cs                                                                       | C#                 |        -12 |          0 |         -8 |        -20 |
| g:\InternShipApp\API\Models\InternShipAppSystemContext.cs                                                        | C#                 |       -502 |          0 |       -153 |       -655 |
| g:\InternShipApp\API\Models\Logging.cs                                                                           | C#                 |        -12 |          0 |         -8 |        -20 |
| g:\InternShipApp\API\Models\Meeting.cs                                                                           | C#                 |        -15 |          0 |        -11 |        -26 |
| g:\InternShipApp\API\Models\MeetingInternGroup.cs                                                                | C#                 |        -14 |          0 |        -10 |        -24 |
| g:\InternShipApp\API\Models\Note.cs                                                                              | C#                 |        -13 |          0 |         -9 |        -22 |
| g:\InternShipApp\API\Models\PasswordkLink.cs                                                                     | C#                 |        -10 |          0 |         -6 |        -16 |
| g:\InternShipApp\API\Models\Person.cs                                                                            | C#                 |        -44 |          0 |        -40 |        -84 |
| g:\InternShipApp\API\Models\Post.cs                                                                              | C#                 |        -17 |          0 |        -13 |        -30 |
| g:\InternShipApp\API\Models\PostCommentReaction.cs                                                               | C#                 |        -16 |          0 |        -12 |        -28 |
| g:\InternShipApp\API\Models\PostPicture.cs                                                                       | C#                 |        -11 |          0 |         -7 |        -18 |
| g:\InternShipApp\API\Models\PostView.cs                                                                          | C#                 |        -12 |          0 |         -8 |        -20 |
| g:\InternShipApp\API\Models\Question.cs                                                                          | C#                 |        -22 |          0 |        -18 |        -40 |
| g:\InternShipApp\API\Models\QuestionSolution.cs                                                                  | C#                 |        -15 |          0 |        -11 |        -26 |
| g:\InternShipApp\API\Models\SubTask.cs                                                                           | C#                 |        -12 |          0 |         -8 |        -20 |
| g:\InternShipApp\API\Models\SubTaskChecked.cs                                                                    | C#                 |        -12 |          0 |         -8 |        -20 |
| g:\InternShipApp\API\Models\Task.cs                                                                              | C#                 |        -22 |          0 |        -18 |        -40 |
| g:\InternShipApp\API\Models\TaskInternGroup.cs                                                                   | C#                 |        -14 |          0 |        -10 |        -24 |
| g:\InternShipApp\API\Models\TaskSolution.cs                                                                      | C#                 |        -14 |          0 |        -10 |        -24 |
| g:\InternShipApp\API\Models\Test.cs                                                                              | C#                 |        -18 |          0 |        -14 |        -32 |
| g:\InternShipApp\API\Models\TestGroupIntern.cs                                                                   | C#                 |        -14 |          0 |        -10 |        -24 |
| g:\InternShipApp\API\Models\TestQuestion.cs                                                                      | C#                 |        -12 |          0 |         -8 |        -20 |
| g:\InternShipApp\API\Models\VersionInfo.cs                                                                       | C#                 |         -9 |          0 |         -5 |        -14 |
| g:\InternShipApp\API\Program.cs                                                                                  | C#                 |        -21 |          0 |         -8 |        -29 |
| g:\InternShipApp\API\Properties\launchSettings.json                                                              | JSON               |        -41 |          0 |         -1 |        -42 |
| g:\InternShipApp\API\Services\TokenService.cs                                                                    | C#                 |        -34 |          0 |         -6 |        -40 |
| g:\InternShipApp\API\Utils\EmailFields.cs                                                                        | C#                 |        -13 |          0 |         -1 |        -14 |
| g:\InternShipApp\API\Utils\Utils.cs                                                                              | C#                 |        -82 |          0 |        -10 |        -92 |
| g:\InternShipApp\API\appsettings.Development.json                                                                | JSON               |         -9 |          0 |         -1 |        -10 |
| g:\InternShipApp\API\appsettings.json                                                                            | JSON               |        -12 |          0 |         -1 |        -13 |
| g:\InternShipApp\README.md                                                                                       | Markdown           |         -1 |          0 |         -1 |         -2 |
| g:\InternShipApp\client\README.md                                                                                | Markdown           |        -14 |          0 |        -14 |        -28 |
| g:\InternShipApp\client\angular.json                                                                             | JSON               |       -101 |          0 |         -1 |       -102 |
| g:\InternShipApp\client\package-lock.json                                                                        | JSON               |    -12,154 |          0 |         -1 |    -12,155 |
| g:\InternShipApp\client\package.json                                                                             | JSON               |        -50 |          0 |         -1 |        -51 |
| g:\InternShipApp\client\src\app\admin\admin.dashboard\admin.dashboard.component.css                              | CSS                |       -117 |          0 |        -11 |       -128 |
| g:\InternShipApp\client\src\app\admin\admin.dashboard\admin.dashboard.component.html                             | HTML               |        -40 |          0 |         -2 |        -42 |
| g:\InternShipApp\client\src\app\admin\admin.dashboard\admin.dashboard.component.ts                               | TypeScript         |        -72 |          0 |         -7 |        -79 |
| g:\InternShipApp\client\src\app\admin\administration\administration.component.css                                | CSS                |        -80 |          0 |        -13 |        -93 |
| g:\InternShipApp\client\src\app\admin\administration\administration.component.html                               | HTML               |        -42 |         -5 |        -12 |        -59 |
| g:\InternShipApp\client\src\app\admin\administration\administration.component.ts                                 | TypeScript         |       -120 |          0 |        -11 |       -131 |
| g:\InternShipApp\client\src\app\admin\create-edit-dialog\create-edit-dialog.component.css                        | CSS                |        -66 |         -8 |        -13 |        -87 |
| g:\InternShipApp\client\src\app\admin\create-edit-dialog\create-edit-dialog.component.html                       | HTML               |        -35 |         -1 |         -3 |        -39 |
| g:\InternShipApp\client\src\app\admin\create-edit-dialog\create-edit-dialog.component.ts                         | TypeScript         |       -115 |          0 |        -10 |       -125 |
| g:\InternShipApp\client\src\app\admin\edit-group-dialog\edit-group-dialog.component.css                          | CSS                |        -59 |          0 |        -12 |        -71 |
| g:\InternShipApp\client\src\app\admin\edit-group-dialog\edit-group-dialog.component.html                         | HTML               |        -17 |          0 |         -4 |        -21 |
| g:\InternShipApp\client\src\app\admin\edit-group-dialog\edit-group-dialog.component.ts                           | TypeScript         |       -127 |          0 |        -16 |       -143 |
| g:\InternShipApp\client\src\app\admin\edit-group-members-dialog\edit-group-members-dialog.component.css          | CSS                |        -68 |          0 |        -10 |        -78 |
| g:\InternShipApp\client\src\app\admin\edit-group-members-dialog\edit-group-members-dialog.component.html         | HTML               |        -10 |          0 |         -2 |        -12 |
| g:\InternShipApp\client\src\app\admin\edit-group-members-dialog\edit-group-members-dialog.component.ts           | TypeScript         |        -83 |          0 |        -12 |        -95 |
| g:\InternShipApp\client\src\app\admin\groups\groups.component.css                                                | CSS                |        -80 |          0 |        -13 |        -93 |
| g:\InternShipApp\client\src\app\admin\groups\groups.component.html                                               | HTML               |        -51 |         -5 |        -14 |        -70 |
| g:\InternShipApp\client\src\app\admin\groups\groups.component.ts                                                 | TypeScript         |       -122 |          0 |        -16 |       -138 |
| g:\InternShipApp\client\src\app\app-routing.module.ts                                                            | TypeScript         |        -65 |          0 |         -3 |        -68 |
| g:\InternShipApp\client\src\app\app.component.css                                                                | CSS                |          0 |          0 |         -1 |         -1 |
| g:\InternShipApp\client\src\app\app.component.html                                                               | HTML               |         -1 |          0 |         -1 |         -2 |
| g:\InternShipApp\client\src\app\app.component.ts                                                                 | TypeScript         |        -14 |          0 |         -5 |        -19 |
| g:\InternShipApp\client\src\app\app.module.ts                                                                    | TypeScript         |       -146 |          0 |         -5 |       -151 |
| g:\InternShipApp\client\src\app\authentification\authentification.component.css                                  | CSS                |       -105 |          0 |        -13 |       -118 |
| g:\InternShipApp\client\src\app\authentification\authentification.component.html                                 | HTML               |        -31 |          0 |        -15 |        -46 |
| g:\InternShipApp\client\src\app\authentification\authentification.component.ts                                   | TypeScript         |       -143 |        -15 |        -15 |       -173 |
| g:\InternShipApp\client\src\app\chat-system\add-edit-group-chat\add-edit-group-chat.component.css                | CSS                |       -143 |          0 |        -20 |       -163 |
| g:\InternShipApp\client\src\app\chat-system\add-edit-group-chat\add-edit-group-chat.component.html               | HTML               |        -42 |          0 |         -6 |        -48 |
| g:\InternShipApp\client\src\app\chat-system\add-edit-group-chat\add-edit-group-chat.component.ts                 | TypeScript         |       -155 |          0 |        -10 |       -165 |
| g:\InternShipApp\client\src\app\chat-system\all-chats\all-chats.component.css                                    | CSS                |        -65 |          0 |        -11 |        -76 |
| g:\InternShipApp\client\src\app\chat-system\all-chats\all-chats.component.html                                   | HTML               |        -35 |          0 |         -1 |        -36 |
| g:\InternShipApp\client\src\app\chat-system\all-chats\all-chats.component.ts                                     | TypeScript         |       -137 |          0 |        -10 |       -147 |
| g:\InternShipApp\client\src\app\chat-system\chat-messages\chat-messages.component.css                            | CSS                |       -170 |          0 |        -29 |       -199 |
| g:\InternShipApp\client\src\app\chat-system\chat-messages\chat-messages.component.html                           | HTML               |        -47 |          0 |         -6 |        -53 |
| g:\InternShipApp\client\src\app\chat-system\chat-messages\chat-messages.component.ts                             | TypeScript         |       -111 |          0 |         -9 |       -120 |
| g:\InternShipApp\client\src\app\chat-system\chat\chat.component.css                                              | CSS                |       -135 |          0 |        -21 |       -156 |
| g:\InternShipApp\client\src\app\chat-system\chat\chat.component.html                                             | HTML               |        -24 |          0 |         -1 |        -25 |
| g:\InternShipApp\client\src\app\chat-system\chat\chat.component.ts                                               | TypeScript         |        -69 |          0 |        -10 |        -79 |
| g:\InternShipApp\client\src\app\chat-system\group-chat-details\group-chat-details.component.css                  | CSS                |       -127 |          0 |        -17 |       -144 |
| g:\InternShipApp\client\src\app\chat-system\group-chat-details\group-chat-details.component.html                 | HTML               |        -80 |          0 |         -3 |        -83 |
| g:\InternShipApp\client\src\app\chat-system\group-chat-details\group-chat-details.component.ts                   | TypeScript         |       -110 |          0 |        -16 |       -126 |
| g:\InternShipApp\client\src\app\chat-system\group-chat-message\group-chat-message.component.css                  | CSS                |       -177 |          0 |        -31 |       -208 |
| g:\InternShipApp\client\src\app\chat-system\group-chat-message\group-chat-message.component.html                 | HTML               |        -45 |          0 |         -2 |        -47 |
| g:\InternShipApp\client\src\app\chat-system\group-chat-message\group-chat-message.component.ts                   | TypeScript         |       -126 |          0 |         -9 |       -135 |
| g:\InternShipApp\client\src\app\error\error.component.css                                                        | CSS                |        -71 |          0 |        -12 |        -83 |
| g:\InternShipApp\client\src\app\error\error.component.html                                                       | HTML               |        -12 |          0 |         -1 |        -13 |
| g:\InternShipApp\client\src\app\error\error.component.ts                                                         | TypeScript         |        -31 |          0 |         -7 |        -38 |
| g:\InternShipApp\client\src\app\forum\add-edit-comment\add-edit-comment.component.css                            | CSS                |        -97 |          0 |        -15 |       -112 |
| g:\InternShipApp\client\src\app\forum\add-edit-comment\add-edit-comment.component.html                           | HTML               |        -17 |          0 |         -4 |        -21 |
| g:\InternShipApp\client\src\app\forum\add-edit-comment\add-edit-comment.component.ts                             | TypeScript         |        -94 |          0 |         -5 |        -99 |
| g:\InternShipApp\client\src\app\forum\add-edit-post\add-edit-post.component.css                                  | CSS                |        -97 |          0 |        -15 |       -112 |
| g:\InternShipApp\client\src\app\forum\add-edit-post\add-edit-post.component.html                                 | HTML               |        -22 |          0 |         -4 |        -26 |
| g:\InternShipApp\client\src\app\forum\add-edit-post\add-edit-post.component.ts                                   | TypeScript         |        -93 |          0 |         -9 |       -102 |
| g:\InternShipApp\client\src\app\forum\forum\forum.component.css                                                  | CSS                |       -178 |          0 |        -30 |       -208 |
| g:\InternShipApp\client\src\app\forum\forum\forum.component.html                                                 | HTML               |        -42 |          0 |         -3 |        -45 |
| g:\InternShipApp\client\src\app\forum\forum\forum.component.ts                                                   | TypeScript         |        -99 |          0 |        -10 |       -109 |
| g:\InternShipApp\client\src\app\forum\see-post\see-post.component.css                                            | CSS                |       -193 |          0 |        -32 |       -225 |
| g:\InternShipApp\client\src\app\forum\see-post\see-post.component.html                                           | HTML               |        -81 |          0 |         -2 |        -83 |
| g:\InternShipApp\client\src\app\forum\see-post\see-post.component.ts                                             | TypeScript         |       -188 |          0 |        -12 |       -200 |
| g:\InternShipApp\client\src\app\header\header.component.css                                                      | CSS                |        -91 |          0 |         -8 |        -99 |
| g:\InternShipApp\client\src\app\header\header.component.html                                                     | HTML               |        -23 |          0 |         -3 |        -26 |
| g:\InternShipApp\client\src\app\header\header.component.ts                                                       | TypeScript         |       -139 |          0 |         -7 |       -146 |
| g:\InternShipApp\client\src\app\home\home.component.css                                                          | CSS                |       -108 |          0 |         -9 |       -117 |
| g:\InternShipApp\client\src\app\home\home.component.html                                                         | HTML               |        -29 |          0 |         -1 |        -30 |
| g:\InternShipApp\client\src\app\home\home.component.ts                                                           | TypeScript         |        -65 |          0 |         -9 |        -74 |
| g:\InternShipApp\client\src\app\intern\intern.dashboard\intern.dashboard.component.css                           | CSS                |       -247 |          0 |        -45 |       -292 |
| g:\InternShipApp\client\src\app\intern\intern.dashboard\intern.dashboard.component.html                          | HTML               |       -102 |          0 |         -1 |       -103 |
| g:\InternShipApp\client\src\app\intern\intern.dashboard\intern.dashboard.component.ts                            | TypeScript         |       -126 |          0 |        -14 |       -140 |
| g:\InternShipApp\client\src\app\shared\challenge\add-edit-challenge\add-edit-challenge.component.css             | CSS                |        -97 |          0 |        -15 |       -112 |
| g:\InternShipApp\client\src\app\shared\challenge\add-edit-challenge\add-edit-challenge.component.html            | HTML               |        -32 |          0 |         -6 |        -38 |
| g:\InternShipApp\client\src\app\shared\challenge\add-edit-challenge\add-edit-challenge.component.ts              | TypeScript         |        -90 |          0 |         -8 |        -98 |
| g:\InternShipApp\client\src\app\shared\challenge\add-edit-solution\add-edit-solution.component.css               | CSS                |        -65 |          0 |         -9 |        -74 |
| g:\InternShipApp\client\src\app\shared\challenge\add-edit-solution\add-edit-solution.component.html              | HTML               |        -16 |          0 |          0 |        -16 |
| g:\InternShipApp\client\src\app\shared\challenge\add-edit-solution\add-edit-solution.component.ts                | TypeScript         |        -90 |          0 |         -6 |        -96 |
| g:\InternShipApp\client\src\app\shared\challenge\challenges\challenges.component.css                             | CSS                |        -87 |          0 |        -13 |       -100 |
| g:\InternShipApp\client\src\app\shared\challenge\challenges\challenges.component.html                            | HTML               |        -52 |          0 |         -1 |        -53 |
| g:\InternShipApp\client\src\app\shared\challenge\challenges\challenges.component.ts                              | TypeScript         |       -114 |          0 |        -15 |       -129 |
| g:\InternShipApp\client\src\app\shared\challenge\rankings\rankings.component.css                                 | CSS                |        -55 |          0 |        -13 |        -68 |
| g:\InternShipApp\client\src\app\shared\challenge\rankings\rankings.component.html                                | HTML               |        -26 |          0 |         -8 |        -34 |
| g:\InternShipApp\client\src\app\shared\challenge\rankings\rankings.component.ts                                  | TypeScript         |        -51 |          0 |         -8 |        -59 |
| g:\InternShipApp\client\src\app\shared\challenge\see-solutions\see-solutions.component.css                       | CSS                |        -74 |          0 |        -15 |        -89 |
| g:\InternShipApp\client\src\app\shared\challenge\see-solutions\see-solutions.component.html                      | HTML               |        -17 |          0 |          0 |        -17 |
| g:\InternShipApp\client\src\app\shared\challenge\see-solutions\see-solutions.component.ts                        | TypeScript         |       -120 |          0 |        -12 |       -132 |
| g:\InternShipApp\client\src\app\shared\challenge\solution-points\solution-points.component.css                   | CSS                |        -52 |          0 |        -10 |        -62 |
| g:\InternShipApp\client\src\app\shared\challenge\solution-points\solution-points.component.html                  | HTML               |         -8 |          0 |         -2 |        -10 |
| g:\InternShipApp\client\src\app\shared\challenge\solution-points\solution-points.component.ts                    | TypeScript         |        -39 |          0 |         -9 |        -48 |
| g:\InternShipApp\client\src\app\shared\feedback\feedback.component.css                                           | CSS                |          0 |          0 |         -1 |         -1 |
| g:\InternShipApp\client\src\app\shared\feedback\feedback.component.html                                          | HTML               |         -1 |          0 |         -1 |         -2 |
| g:\InternShipApp\client\src\app\shared\feedback\feedback.component.ts                                            | TypeScript         |        -14 |          0 |         -6 |        -20 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\dashboard\dashboard.component.css                 | CSS                |        -32 |          0 |         -8 |        -40 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\dashboard\dashboard.component.html                | HTML               |        -30 |          0 |         -1 |        -31 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\dashboard\dashboard.component.ts                  | TypeScript         |         -8 |          0 |         -4 |        -12 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\group\group.component.css                         | CSS                |       -136 |          0 |        -23 |       -159 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\group\group.component.html                        | HTML               |        -84 |          0 |         -1 |        -85 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\group\group.component.ts                          | TypeScript         |        -74 |          0 |         -8 |        -82 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\participants\participants.component.css           | CSS                |       -122 |          0 |        -22 |       -144 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\participants\participants.component.html          | HTML               |        -67 |          0 |         -5 |        -72 |
| g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\participants\participants.component.ts            | TypeScript         |        -49 |          0 |         -6 |        -55 |
| g:\InternShipApp\client\src\app\shared\meetings\edit-meeting-dialog\edit-meeting-dialog.component.css            | CSS                |       -111 |          0 |        -16 |       -127 |
| g:\InternShipApp\client\src\app\shared\meetings\edit-meeting-dialog\edit-meeting-dialog.component.html           | HTML               |        -52 |          0 |         -7 |        -59 |
